id	chr	start	end	len	strand	count
AT1G66345	1	24737718	24739353	1635	+	63
AT1G66350	1	24748194	24750043	1849	+	265
AT1G66360	1	24751376	24752834	1458	+	1
AT1G66370	1	24753633	24754604	971	+	0
AT1G66380	1	24757412	24758490	1078	+	0
AT1G66390	1	24763956	24765541	1585	+	11
AT1G66400	1	24770574	24771371	797	-	27
AT1G66410	1	24774216	24775984	1768	-	1903
AT1G66420	1	24777183	24778032	849	+	0
AT1G66430	1	24778270	24780629	2359	+	1607
AT1G66440	1	24782170	24784351	2181	+	0
AT1G66450	1	24786199	24788302	2103	+	6
AT1G66460	1	24789734	24791988	2254	-	22
AT1G66470	1	24795213	24796988	1775	+	0
AT1G66475	1	24801610	24801754	144	-	0
AT1G66480	1	24805634	24807557	1923	-	42
AT1G66490	1	24809420	24810549	1129	-	0
AT1G66500	1	24811148	24812650	1502	-	69
AT1G66510	1	24812836	24816620	3784	+	210
AT1G66520	1	24816127	24818744	2617	-	212
AT1G66530	1	24818910	24822342	3432	-	699
AT1G66534	1	24823253	24823667	414	+	0
AT1G66540	1	24824458	24826670	2212	+	397
AT1G66550	1	24828501	24829639	1138	+	0
AT1G66553	1	24831159	24831270	111	+	0
AT1G66560	1	24833578	24834631	1053	+	0
AT1G66570	1	24835250	24837322	2072	-	0
AT1G66580	1	24839164	24840612	1448	+	2002
AT1G66590	1	24841122	24842411	1289	+	27
AT1G66600	1	24848319	24849364	1045	+	1
AT1G66610	1	24849715	24851450	1735	-	0
AT1G66620	1	24852805	24854153	1348	-	78
AT1G66630	1	24855285	24856714	1429	-	0
AT1G66640	1	24857437	24859011	1574	+	0
AT1G66650	1	24860112	24861821	1709	-	13
AT1G66660	1	24861875	24863368	1493	-	99
AT1G66670	1	24863784	24865702	1918	-	3014
AT1G66680	1	24866094	24868992	2898	-	467
AT1G66690	1	24869553	24870850	1297	-	15
AT1G66700	1	24873290	24874758	1468	-	4
AT1G66710	1	24878864	24880220	1356	-	0
AT1G66720	1	24881179	24882480	1301	+	0
AT1G66725	1	24883930	24884559	629	+	162
AT1G66730	1	24884680	24892046	7366	+	508
AT1G66740	1	24892339	24893766	1427	+	266
AT1G66750	1	24894714	24897253	2539	+	199
AT1G66760	1	24901977	24904443	2466	+	120
AT1G66770	1	24906450	24907236	786	-	0
AT1G66780	1	24909212	24911485	2273	+	4
AT1G66783	1	24913205	24913296	91	-	1
AT1G66790	1	24918011	24918356	345	-	0
AT1G66795	1	24921103	24921194	91	+	0
AT1G66800	1	24924812	24926365	1553	+	2
AT1G66810	1	24927612	24928803	1191	-	31
AT1G66820	1	24930039	24930551	512	+	536
AT1G66830	1	24930664	24932918	2254	-	66
AT1G66840	1	24933855	24936322	2467	-	868
AT1G66850	1	24936957	24937434	477	+	0
AT1G66852	1	24938499	24938832	333	-	0
AT1G66855	1	24939549	24940013	464	-	0
AT1G66860	1	24942187	24944497	2310	+	0
AT1G66870	1	24945483	24946968	1485	-	1
AT1G66880	1	24946927	24955611	8684	+	571
AT1G66890	1	24957557	24958114	557	+	284
AT1G66900	1	24959333	24961616	2283	+	566
AT1G66910	1	24961633	24963946	2313	-	303
AT1G66920	1	24965303	24967522	2219	-	48
AT1G66930	1	24970522	24973069	2547	+	11
AT1G66940	1	24973027	24974791	1764	-	526
AT1G66950	1	24978204	24984619	6415	+	0
AT1G66960	1	24984940	24989797	4857	-	1
AT1G66970	1	24992552	24996117	3565	-	6057
AT1G66980	1	24997308	25001983	4675	-	2449
AT1G66990	1	25002643	25003327	684	-	4
AT1G67000	1	25004108	25007647	3539	-	4
AT1G67010	1	25008797	25009712	915	-	0
AT1G67020	1	25011007	25012987	1980	-	1
AT1G67025	1	25013025	25014725	1700	-	20
AT1G67030	1	25016542	25017512	970	+	4
AT1G67035	1	25018076	25019057	981	+	21
AT1G67040	1	25019104	25022542	3438	-	300
AT1G67050	1	25028626	25029788	1162	-	475
AT1G67060	1	25036615	25039389	2774	+	248
AT1G67070	1	25042134	25044647	2513	+	138
AT1G67080	1	25045224	25046860	1636	-	1019
AT1G67090	1	25048157	25049424	1267	-	457025
AT1G67100	1	25053733	25054847	1114	+	1
AT1G67105	1	25057478	25058264	786	+	23
AT1G67110	1	25061730	25065446	3716	-	1
AT1G67120	1	25069561	25095526	25965	-	724
AT1G67130	1	25099261	25100625	1364	-	0
AT1G67140	1	25100861	25117423	16562	-	1463
AT1G67148	1	25121234	25121898	664	+	0
AT1G67150	1	25122458	25124695	2237	+	0
AT1G67160	1	25124818	25127098	2280	-	0
AT1G67170	1	25127245	25129457	2212	+	219
AT1G67180	1	25129730	25132169	2439	+	85
AT1G67190	1	25132497	25134431	1934	+	184
AT1G67195	1	25137110	25137937	827	-	550
AT1G67200	1	25140264	25140551	287	+	0
AT1G67210	1	25140814	25144043	3229	+	83
AT1G67220	1	25145586	25150558	4972	+	0
AT1G67230	1	25151269	25156323	5054	-	1791
AT1G67238	1	25158114	25158454	340	-	2
AT1G67240	1	25158857	25162322	3465	+	2
AT1G67250	1	25163641	25165056	1415	-	568
AT1G67260	1	25167461	25169307	1846	-	33
AT1G67265	1	25175557	25176202	645	-	3
AT1G67270	1	25183176	25185939	2763	-	0
AT1G67280	1	25188273	25190694	2421	-	6505
AT1G67290	1	25191020	25193237	2217	-	1
AT1G67300	1	25193703	25197089	3386	-	573
AT1G67310	1	25198181	25203126	4945	-	961
AT1G67320	1	25205278	25209033	3755	-	321
AT1G67325	1	25209393	25213253	3860	-	545
AT1G67328	1	25213842	25215050	1208	-	0
AT1G67330	1	25213851	25215174	1323	+	0
AT1G67340	1	25230264	25231840	1576	+	411
AT1G67350	1	25235270	25236878	1608	+	1378
AT1G67360	1	25236810	25238216	1406	-	1017
AT1G67365	1	25238409	25239235	826	+	47
AT1G67370	1	25239116	25243837	4721	-	2
AT1G67390	1	25244689	25247139	2450	+	1
AT1G67400	1	25247987	25250734	2747	-	109
AT1G67410	1	25251192	25253667	2475	-	158
AT1G67420	1	25255231	25260430	5199	+	119
AT1G67430	1	25262158	25263789	1631	+	5651
AT1G67440	1	25263803	25265719	1916	-	796
AT1G67450	1	25266162	25267359	1197	+	0
AT1G67455	1	25268144	25269475	1331	+	0
AT1G67460	1	25269625	25271861	2236	-	17
AT1G67470	1	25272181	25273576	1395	+	97
AT1G67480	1	25276293	25278718	2425	+	2007
AT1G67481	1	25278943	25279207	264	-	0
AT1G67490	1	25280450	25286611	6161	-	523
AT1G67500	1	25287706	25296937	9231	-	314
AT1G67510	1	25297476	25300184	2708	-	139
AT1G67520	1	25302725	25305857	3132	-	45
AT1G67530	1	25307657	25311308	3651	+	515
AT1G67540	1	25311241	25312482	1241	-	0
AT1G67550	1	25312739	25317395	4656	+	721
AT1G67560	1	25319898	25324264	4366	+	726
AT1G67570	1	25325159	25327258	2099	+	56
AT1G67580	1	25327283	25331379	4096	-	843
AT1G67590	1	25333057	25334647	1590	-	386
AT1G67600	1	25336422	25337662	1240	-	21
AT1G67610	1	25339035	25340241	1206	-	0
AT1G67620	1	25340574	25342082	1508	+	155
AT1G67623	1	25342110	25343243	1133	+	0
AT1G67626	1	25343436	25344066	630	-	5
AT1G67630	1	25344439	25348406	3967	-	293
AT1G67635	1	25349341	25350384	1043	+	0
AT1G67640	1	25352127	25353908	1781	-	3
AT1G67645	1	25354909	25356112	1203	+	0
AT1G67650	1	25359658	25362395	2737	-	32
AT1G67660	1	25363534	25365229	1695	+	282
AT1G67670	1	25365472	25365667	195	+	0
AT1G67680	1	25365755	25368526	2771	-	1038
AT1G67690	1	25369085	25373730	4645	+	190
AT1G67700	1	25374221	25376034	1813	+	8224
AT1G67710	1	25376750	25379144	2394	-	81
AT1G67720	1	25386340	25391073	4733	+	456
AT1G67730	1	25391459	25393610	2151	+	1513
AT1G67740	1	25394067	25395154	1087	-	37851
AT1G67750	1	25401587	25403503	1916	+	1121
AT1G67760	1	25405579	25406372	793	-	6
AT1G67770	1	25408042	25410153	2111	+	2
AT1G67775	1	25411311	25411696	385	-	0
AT1G67780	1	25412815	25415530	2715	+	47
AT1G67785	1	25416068	25416984	916	-	1117
AT1G67790	1	25417541	25420099	2558	-	3
AT1G67792	1	25417608	25420229	2621	+	51
AT1G67800	1	25420779	25423731	2952	-	344
AT1G67810	1	25426487	25427349	862	+	40
AT1G67820	1	25429852	25431564	1712	+	97
AT1G67830	1	25431585	25432990	1405	-	431
AT1G67840	1	25434101	25437075	2974	+	2461
AT1G67850	1	25437899	25442142	4243	+	313
AT1G67855	1	25442255	25442876	621	-	0
AT1G67856	1	25442403	25443019	616	+	3
AT1G67860	1	25444804	25445263	459	-	1744
AT1G67865	1	25446288	25446737	449	-	2773
AT1G67870	1	25449366	25451012	1646	-	19445
AT1G67875	1	25452698	25452893	195	+	0
AT1G67880	1	25453920	25455735	1815	-	313
AT1G67890	1	25457178	25462792	5614	+	792
AT1G67900	1	25464725	25470017	5292	+	2650
AT1G67910	1	25471287	25472440	1153	-	63
AT1G67920	1	25473543	25474140	597	+	13
AT1G67930	1	25474139	25477423	3284	-	576
AT1G67940	1	25477669	25478803	1134	+	313
AT1G67950	1	25478712	25480580	1868	-	501
AT1G67960	1	25480651	25484262	3611	-	345
AT1G67970	1	25484698	25486462	1764	-	73
AT1G67980	1	25487713	25489231	1518	+	2
AT1G67990	1	25489454	25490867	1413	+	1
AT1G68000	1	25491013	25493053	2040	+	604
AT1G68010	1	25493195	25495988	2793	+	32437
AT1G68020	1	25497289	25500374	3085	+	701
AT1G68030	1	25500377	25501751	1374	-	18
AT1G68040	1	25502875	25505232	2357	+	1
AT1G68050	1	25508675	25510889	2214	+	1
AT1G68060	1	25510940	25514500	3560	-	876
AT1G68070	1	25515231	25516868	1637	-	359
AT1G68080	1	25517410	25519440	2030	+	149
AT1G68090	1	25519441	25520774	1333	-	0
AT1G68100	1	25521203	25524175	2972	+	415
AT1G68110	1	25524717	25526150	1433	+	60
AT1G68120	1	25526214	25527534	1320	-	13
AT1G68130	1	25532243	25534586	2343	+	279
AT1G68140	1	25538944	25541741	2797	-	667
AT1G68150	1	25543968	25545717	1749	+	4
AT1G68160	1	25545807	25548894	3087	-	248
AT1G68170	1	25551921	25554258	2337	+	0
AT1G68180	1	25554720	25555661	941	+	7
AT1G68185	1	25556425	25558522	2097	+	189
AT1G68190	1	25559245	25561212	1967	+	1464
AT1G68200	1	25562117	25563948	1831	+	4
AT1G68210	1	25565982	25569302	3320	+	0
AT1G68220	1	25570230	25571712	1482	+	155
AT1G68230	1	25572184	25572921	737	+	94
AT1G68238	1	25574460	25574835	375	+	186
AT1G68240	1	25574863	25576129	1266	-	6
AT1G68250	1	25579372	25580194	822	-	0
AT1G68260	1	25585775	25587658	1883	-	377
AT1G68270	1	25588190	25590254	2064	-	0
AT1G68280	1	25592466	25593595	1129	-	0
AT1G68285	1	25594979	25595507	528	+	0
AT1G68290	1	25596670	25598438	1768	+	32
AT1G68300	1	25598330	25599357	1027	-	388
AT1G68310	1	25599490	25601463	1973	+	324
AT1G68320	1	25603841	25605096	1255	+	5
AT1G68330	1	25610922	25612202	1280	+	75
AT1G68340	1	25614196	25615403	1207	-	68
AT1G68350	1	25616489	25617265	776	+	4
AT1G68360	1	25621677	25622412	735	-	4
AT1G68370	1	25631744	25634738	2994	-	702
AT1G68380	1	25635837	25637462	1625	-	0
AT1G68390	1	25642733	25645607	2874	+	12
AT1G68400	1	25646038	25648946	2908	-	411
AT1G68410	1	25649998	25653019	3021	-	476
AT1G68420	1	25653892	25654156	264	+	0
AT1G68430	1	25654904	25655444	540	-	39
AT1G68440	1	25658032	25659273	1241	+	757
AT1G68450	1	25661500	25662239	739	-	0
AT1G68460	1	25668609	25670182	1573	-	9
AT1G68470	1	25676394	25678288	1894	-	109
AT1G68480	1	25684313	25686165	1852	-	8
AT1G68490	1	25693448	25695476	2028	+	1005
AT1G68500	1	25702002	25702511	509	+	8
AT1G68510	1	25706881	25708255	1374	+	0
AT1G68520	1	25709113	25710907	1794	-	2756
AT1G68526	1	25711868	25712238	370	-	0
AT1G68530	1	25712587	25714807	2220	-	7199
AT1G68540	1	25720023	25721410	1387	+	290
AT1G68550	1	25725454	25727701	2247	-	13
AT1G68552	1	25725454	25727701	2247	-	0
AT1G68560	1	25734181	25738002	3821	-	4557
AT1G68568	1	25746976	25747654	678	-	1
AT1G68570	1	25746735	25750275	3540	+	1549
AT1G68580	1	25752734	25756076	3342	+	790
AT1G68585	1	25756599	25757563	964	+	214
AT1G68590	1	25757403	25758232	829	-	6663
AT1G68600	1	25759841	25762934	3093	+	1828
AT1G68610	1	25763622	25764105	483	+	8
AT1G68620	1	25765946	25767240	1294	+	24
AT1G68630	1	25768538	25770260	1722	+	0
AT1G68640	1	25769575	25772543	2968	-	62
AT1G68650	1	25775740	25777874	2134	+	270
AT1G68660	1	25777850	25779161	1311	-	2639
AT1G68670	1	25782028	25784076	2048	+	964
AT1G68680	1	25785505	25786924	1419	+	304
AT1G68690	1	25788607	25792324	3717	+	85
AT1G68700	1	25792817	25793940	1123	+	5
AT1G68710	1	25793206	25798257	5051	-	359
AT1G68720	1	25804417	25808982	4565	+	1216
AT1G68725	1	25809297	25810130	833	+	64
AT1G68730	1	25810320	25811128	808	-	304
AT1G68735	1	25811902	25812261	359	+	1
AT1G68740	1	25812448	25816657	4209	-	331
AT1G68750	1	25822941	25828107	5166	-	0
AT1G68760	1	25829041	25829813	772	+	228
AT1G68765	1	25829951	25830487	536	-	0
AT1G68770	1	25829653	25829725	72	+	0
AT1G68780	1	25831802	25833844	2042	-	447
AT1G68790	1	25834708	25839319	4611	-	1278
AT1G68795	1	25840854	25841652	798	-	32
AT1G68800	1	25847065	25848540	1475	-	4
AT1G68810	1	25861122	25863120	1998	+	278
AT1G68820	1	25865659	25868985	3326	+	393
AT1G68825	1	25869699	25870420	721	-	0
AT1G68830	1	25872444	25875550	3106	-	5698
AT1G68840	1	25880322	25882222	1900	+	567
AT1G68845	1	25882433	25882918	485	+	0
AT1G68850	1	25883615	25885247	1632	-	10
AT1G68860	1	25886535	25886609	74	+	0
AT1G68862	1	25886803	25889024	2221	-	74
AT1G68870	1	25889080	25889734	654	+	289
AT1G68872	1	25890364	25891748	1384	-	36
AT1G68875	1	25892085	25892798	713	+	0
AT1G68880	1	25894236	25894961	725	-	3
AT1G68890	1	25896944	25906714	9770	+	2199
AT1G68905	1	25906715	25907092	377	-	0
AT1G68907	1	25907507	25907891	384	-	1
AT1G68910	1	25908130	25911108	2978	-	665
AT1G68920	1	25915006	25917906	2900	+	473
AT1G68930	1	25918313	25920545	2232	+	22
AT1G68935	1	25921524	25923094	1570	+	19
AT1G68940	1	25921452	25925845	4393	-	396
AT1G68945	1	25926962	25927331	369	+	279
AT1G68950	1	25928195	25928268	73	+	0
AT1G68960	1	25929895	25931257	1362	+	0
AT1G68970	1	25932076	25932149	73	-	0
AT1G68980	1	25932997	25935030	2033	+	181
AT1G68990	1	25934996	25940966	5970	-	320
AT1G69000	1	25941163	25941235	72	+	0
AT1G69010	1	25941674	25943836	2162	+	524
AT1G69020	1	25943885	25947197	3312	-	108
AT1G69030	1	25947264	25949262	1998	-	402
AT1G69040	1	25957818	25960307	2489	+	755
AT1G69050	1	25961923	25962348	425	+	7
AT1G69060	1	25964467	25967450	2983	+	295
AT1G69070	1	25967311	25971389	4078	-	479
AT1G69080	1	25971914	25973271	1357	-	102
AT1G69090	1	25977500	25978706	1206	-	0
AT1G69100	1	25979998	25981436	1438	+	0
AT1G69110	1	25981797	25982056	259	-	0
AT1G69120	1	25982329	25986313	3984	-	0
AT1G69130	1	25989729	25989803	74	+	0
AT1G69140	1	25991519	25991872	353	-	15
AT1G69150	1	25993658	25995212	1554	-	2
AT1G69160	1	26000213	26001588	1375	+	1013
AT1G69170	1	26005067	26007263	2196	+	274
AT1G69180	1	26007464	26009059	1595	-	1
AT1G69190	1	26013011	26014834	1823	-	1
AT1G69200	1	26015876	26018493	2617	+	852
AT1G69210	1	26018437	26020058	1621	-	37
AT1G69220	1	26020088	26026171	6083	-	716
AT1G69230	1	26026311	26027708	1397	-	43
AT1G69240	1	26027975	26030234	2259	-	0
AT1G69250	1	26032826	26035504	2678	+	385
AT1G69252	1	26036569	26037659	1090	+	1274
AT1G69260	1	26039047	26040720	1673	+	47
AT1G69270	1	26040688	26042702	2014	-	251
AT1G69280	1	26045159	26048190	3031	-	24
AT1G69290	1	26047371	26049348	1977	-	59
AT1G69295	1	26050196	26052567	2371	-	1015
AT1G69300	1	26049477	26049551	74	+	0
AT1G69310	1	26054307	26058105	3798	-	145
AT1G69320	1	26061861	26062514	653	+	12
AT1G69325	1	26063204	26063736	532	+	21
AT1G69330	1	26063815	26065505	1690	-	202
AT1G69340	1	26065723	26069821	4098	+	1083
AT1G69350	1	26069881	26072245	2364	+	12
AT1G69360	1	26072283	26076254	3971	-	333
AT1G69370	1	26079955	26081727	1772	+	248
AT1G69380	1	26081565	26083606	2041	-	152
AT1G69390	1	26084634	26086481	1847	+	1335
AT1G69400	1	26086947	26089020	2073	+	46
AT1G69410	1	26089201	26090386	1185	+	1867
AT1G69420	1	26093195	26097043	3848	+	1605
AT1G69430	1	26097786	26099388	1602	+	44
AT1G69440	1	26101526	26105166	3640	-	271
AT1G69450	1	26106910	26110267	3357	-	794
AT1G69460	1	26111808	26113243	1435	-	1532
AT1G69470	1	26113574	26113997	423	+	0
AT1G69480	1	26114111	26117797	3686	-	67
AT1G69485	1	26118228	26119576	1348	-	10
AT1G69490	1	26122138	26123421	1283	+	227
AT1G69500	1	26123939	26126057	2118	+	1
AT1G69510	1	26126349	26127961	1612	+	1694
AT1G69520	1	26128287	26129602	1315	+	37
AT1G69523	1	26129550	26131292	1742	+	865
AT1G69526	1	26131293	26133196	1903	+	183
AT1G69530	1	26141835	26143500	1665	+	6526
AT1G69540	1	26145043	26147571	2528	-	15
AT1G69543	1	26148436	26148781	345	+	0
AT1G69550	1	26148020	26153555	5535	-	772
AT1G69560	1	26157754	26159094	1340	+	2
AT1G69570	1	26161527	26163496	1969	-	19
AT1G69572	1	26161598	26162761	1163	+	0
AT1G69580	1	26171942	26173612	1670	+	278
AT1G69587	1	26175653	26179351	3698	-	57
AT1G69588	1	26178041	26178925	884	+	25
AT1G69590	1	26179662	26180244	582	-	0
AT1G69600	1	26182469	26183198	729	+	6
AT1G69610	1	26186953	26189489	2536	+	218
AT1G69620	1	26189835	26191323	1488	+	4245
AT1G69630	1	26191639	26193174	1535	-	0
AT1G69640	1	26193658	26195695	2037	-	626
AT1G69650	1	26197497	26198821	1324	-	0
AT1G69660	1	26199622	26200603	981	-	3
AT1G69670	1	26202030	26204442	2412	-	364
AT1G69680	1	26204804	26206928	2124	+	201
AT1G69690	1	26216223	26217851	1628	+	642
AT1G69700	1	26220237	26221825	1588	+	642
AT1G69710	1	26222071	26226652	4581	+	11
AT1G69720	1	26226865	26228580	1715	+	168
AT1G69730	1	26228631	26231339	2708	-	936
AT1G69740	1	26231803	26234963	3160	+	4215
AT1G69750	1	26235283	26237571	2288	+	199
AT1G69760	1	26239259	26240708	1449	-	246
AT1G69770	1	26248317	26253585	5268	-	626
AT1G69780	1	26258938	26260751	1813	+	458
AT1G69790	1	26266608	26269013	2405	+	26
AT1G69792	1	26269978	26270078	100	-	0
AT1G69795	1	26272775	26272870	95	-	0
AT1G69797	1	26273857	26273969	112	+	0
AT1G69800	1	26274229	26276329	2100	-	356
AT1G69810	1	26277237	26279118	1881	-	8
AT1G69818	1	26282368	26283012	644	+	0
AT1G69820	1	26283124	26284236	1112	-	0
AT1G69825	1	26286495	26286929	434	+	0
AT1G69828	1	26287521	26287948	427	+	0
AT1G69830	1	26288277	26293053	4776	-	3771
AT1G69840	1	26293600	26295849	2249	-	803
AT1G69850	1	26296675	26300472	3797	-	859
AT1G69860	1	26309627	26312174	2547	+	0
AT1G69870	1	26316026	26320220	4194	+	797
AT1G69880	1	26321478	26322993	1515	+	4
AT1G69890	1	26323110	26324616	1506	-	16
AT1G69900	1	26326380	26327831	1451	-	38
AT1G69910	1	26330113	26332266	2153	+	354
AT1G69920	1	26334249	26335558	1309	-	0
AT1G69930	1	26337496	26338795	1299	-	2
AT1G69935	1	26341800	26343126	1326	-	567
AT1G69940	1	26343368	26345058	1690	-	0
AT1G69950	1	26346487	26348691	2204	+	110
AT1G69960	1	26348720	26350697	1977	-	565
AT1G69970	1	26353046	26354256	1210	-	56
AT1G69980	1	26356355	26357667	1312	-	324
AT1G69981	1	26358096	26358402	306	-	0
AT1G69990	1	26360234	26362010	1776	-	0
AT1G70000	1	26363092	26364759	1667	-	545
AT1G70010	1	26367176	26371457	4281	+	0
AT1G70020	1	26377369	26378359	990	+	20
AT1G70030	1	26378793	26380379	1586	+	0
AT1G70040	1	26381232	26382131	899	+	0
AT1G70050	1	26382153	26382225	72	-	0
AT1G70060	1	26383243	26389916	6673	+	1134
AT1G70070	1	26390015	26394196	4181	-	1707
AT1G70080	1	26394668	26397565	2897	-	0
AT1G70090	1	26400789	26402727	1938	+	647
AT1G70100	1	26403082	26406119	3037	+	802
AT1G70110	1	26406237	26408323	2086	-	0
AT1G70120	1	26408920	26409597	677	+	0
AT1G70130	1	26409742	26411801	2059	-	1
AT1G70140	1	26412687	26415230	2543	-	21
AT1G70150	1	26416897	26419588	2691	+	124
AT1G70160	1	26419948	26422529	2581	+	2330
AT1G70170	1	26423873	26425356	1483	+	0
AT1G70180	1	26426340	26429361	3021	+	531
AT1G70185	1	26429732	26430069	337	+	1
AT1G70190	1	26430542	26432049	1507	+	329
AT1G70200	1	26432296	26434400	2104	-	1654
AT1G70209	1	26439652	26439796	144	-	0
AT1G70210	1	26439863	26442829	2966	+	658
AT1G70220	1	26446135	26448009	1874	-	6
AT1G70230	1	26450244	26451945	1701	+	483
AT1G70250	1	26452964	26456088	3124	+	697
AT1G70260	1	26456843	26459450	2607	-	514
AT1G70270	1	26464399	26464860	461	+	38
AT1G70280	1	26465892	26468706	2814	-	1017
AT1G70290	1	26471077	26474786	3709	-	1616
AT1G70300	1	26477879	26481630	3751	-	182
AT1G70310	1	26485305	26487435	2130	-	1515
AT1G70320	1	26488521	26501281	12760	-	4533
AT1G70330	1	26502908	26504619	1711	+	472
AT1G70340	1	26503960	26506613	2653	-	79
AT1G70350	1	26507113	26508285	1172	-	118
AT1G70360	1	26508777	26509325	548	+	31
AT1G70370	1	26512680	26515188	2508	-	4321
AT1G70380	1	26526211	26527345	1134	-	0
AT1G70390	1	26529170	26530282	1112	-	2
AT1G70400	1	26531398	26533460	2062	-	0
AT1G70410	1	26533925	26538333	4408	-	5814
AT1G70420	1	26539573	26540762	1189	-	133
AT1G70430	1	26545413	26549216	3803	+	157
AT1G70440	1	26548951	26550520	1569	-	1
AT1G70450	1	26552575	26554437	1862	+	0
AT1G70460	1	26555845	26559284	3439	+	2
AT1G70470	1	26559358	26560123	765	-	134
AT1G70480	1	26561823	26563809	1986	+	476
AT1G70490	1	26563923	26565810	1887	-	3947
AT1G70500	1	26566578	26568729	2151	-	27
AT1G70505	1	26570646	26572463	1817	+	247
AT1G70510	1	26576485	26582431	5946	+	22
AT1G70518	1	26583569	26584684	1115	+	80
AT1G70520	1	26584728	26587419	2691	-	468
AT1G70530	1	26588749	26591379	2630	-	293
AT1G70540	1	26593929	26594670	741	+	0
AT1G70550	1	26597151	26600219	3068	+	482
AT1G70560	1	26604854	26607503	2649	+	134
AT1G70570	1	26608624	26612309	3685	+	1015
AT1G70580	1	26612631	26616069	3438	+	5305
AT1G70581	1	26616266	26616996	730	+	0
AT1G70590	1	26618320	26620388	2068	+	277
AT1G70600	1	26620922	26621659	737	-	4389
AT1G70610	1	26621960	26626503	4543	+	2664
AT1G70620	1	26626554	26631104	4550	+	2562
AT1G70630	1	26631231	26634102	2871	+	110
AT1G70640	1	26636254	26637127	873	+	2
AT1G70645	1	26637999	26638107	108	+	0
AT1G70650	1	26638074	26642268	4194	+	34
AT1G70660	1	26640564	26642149	1585	+	177
AT1G70670	1	26644581	26646173	1592	+	320
AT1G70680	1	26647219	26648734	1515	+	3
AT1G70690	1	26652012	26653643	1631	+	48
AT1G70700	1	26654767	26657064	2297	+	934
AT1G70710	1	26659131	26663010	3879	-	684
AT1G70720	1	26666407	26667204	797	+	2
AT1G70730	1	26668864	26673166	4302	-	5965
AT1G70740	1	26673630	26675990	2360	-	184
AT1G70750	1	26679974	26683204	3230	-	329
AT1G70760	1	26687229	26688384	1155	+	3118
AT1G70770	1	26687797	26691277	3480	-	1667
AT1G70780	1	26695165	26696392	1227	-	0
AT1G70782	1	26695165	26696392	1227	-	0
AT1G70790	1	26700411	26702346	1935	+	228
AT1G70800	1	26702704	26703790	1086	+	38
AT1G70810	1	26704129	26705236	1107	+	347
AT1G70820	1	26705517	26708264	2747	+	2780
AT1G70830	1	26709946	26711462	1516	-	2078
AT1G70840	1	26712981	26714066	1085	-	0
AT1G70850	1	26714865	26716829	1964	-	1
AT1G70860	1	26718319	26718992	673	-	0
AT1G70870	1	26721019	26721563	544	-	0
AT1G70880	1	26722880	26723778	898	-	0
AT1G70885	1	26724924	26725233	309	-	1
AT1G70890	1	26725625	26726544	919	-	1362
AT1G70895	1	26727898	26729137	1239	+	54
AT1G70900	1	26731812	26733875	2063	+	856
AT1G70910	1	26734154	26734640	486	+	0
AT1G70920	1	26735955	26738665	2710	+	16
AT1G70940	1	26743053	26746395	3342	+	2303
AT1G70944	1	26749136	26749253	117	-	1
AT1G70949	1	26752400	26752664	264	-	0
AT1G70950	1	26752688	26755359	2671	+	37
AT1G70960	1	26756252	26757362	1110	+	0
AT1G70970	1	26759833	26761042	1209	+	0
AT1G70980	1	26762338	26764623	2285	+	338
AT1G70985	1	26764671	26765285	614	-	176
AT1G70990	1	26767296	26768076	780	-	0
AT1G71000	1	26769335	26770111	776	-	0
AT1G71002	1	26773538	26773725	187	-	1
AT1G71010	1	26782838	26788970	6132	+	1437
AT1G71015	1	26789235	26790160	925	-	24
AT1G71020	1	26790596	26793175	2579	-	581
AT1G71030	1	26795122	26796364	1242	-	1344
AT1G71040	1	26796965	26800322	3357	-	1052
AT1G71050	1	26803152	26804292	1140	-	83
AT1G71060	1	26805650	26807183	1533	-	44
AT1G71070	1	26807187	26809504	2317	-	631
AT1G71080	1	26809840	26811842	2002	-	675
AT1G71090	1	26812211	26814130	1919	+	837
AT1G71100	1	26814631	26815671	1040	+	171
AT1G71110	1	26818082	26821004	2922	+	104
AT1G71120	1	26821071	26822420	1349	-	12
AT1G71130	1	26822787	26823530	743	+	190
AT1G71140	1	26824676	26826748	2072	+	146
AT1G71150	1	26827145	26828674	1529	+	0
AT1G71160	1	26828700	26830208	1508	-	0
AT1G71170	1	26830668	26832099	1431	+	201
AT1G71180	1	26832334	26833709	1375	+	250
AT1G71190	1	26833405	26835032	1627	-	197
AT1G71200	1	26835972	26837308	1336	-	15
AT1G71210	1	26838288	26841490	3202	-	173
AT1G71220	1	26841629	26851919	10290	+	1648
AT1G71230	1	26852460	26854396	1936	+	78
AT1G71235	1	26854558	26855222	664	+	0
AT1G71240	1	26855429	26859741	4312	+	620
AT1G71250	1	26860117	26861726	1609	+	0
AT1G71260	1	26861656	26863422	1766	-	356
AT1G71270	1	26863586	26870015	6429	+	807
AT1G71280	1	26870140	26872152	2012	-	0
AT1G71290	1	26872642	26873242	600	+	0
AT1G71300	1	26874063	26878340	4277	+	1
AT1G71310	1	26877744	26880024	2280	-	276
AT1G71320	1	26882484	26883818	1334	+	0
AT1G71330	1	26884013	26885169	1156	-	56
AT1G71340	1	26885169	26888338	3169	-	1047
AT1G71350	1	26888407	26891231	2824	-	367
AT1G71360	1	26892099	26894802	2703	-	207
AT1G71370	1	26897004	26899434	2430	-	0
